
0	./ocr_temp_data/keysimages/key0.jpg	419 373 371 374 370 401 421 402
1	./ocr_temp_data/keysimages/key1.jpg	538 372 544 401 598 397 586 368
2	./ocr_temp_data/keysimages/key2.jpg	423 309 427 334 470 331 465 307
3	./ocr_temp_data/keysimages/key3.jpg	523 308 528 330 576 330 569 305
4	./ocr_temp_data/keysimages/key4.jpg	623 305 575 309 582 329 623 328
5	./ocr_temp_data/keysimages/key5.jpg	288 280 248 282 243 303 285 303
6	./ocr_temp_data/keysimages/key6.jpg	338 279 298 280 294 302 336 301
7	./ocr_temp_data/keysimages/key7.jpg	389 279 347 278 345 299 387 301
8	./ocr_temp_data/keysimages/key8.jpg	491 277 497 299 542 297 535 276
9	./ocr_temp_data/keysimages/key9.jpg	586 275 541 275 545 296 590 297
10	./ocr_temp_data/keysimages/key10.jpg	233 253 195 254 187 275 224 275
11	./ocr_temp_data/keysimages/key11.jpg	381 251 384 271 424 268 419 250
12	./ocr_temp_data/keysimages/key12.jpg	334 251 334 272 374 269 374 250
13	./ocr_temp_data/keysimages/key13.jpg	469 250 428 250 429 269 469 270
14	./ocr_temp_data/keysimages/key14.jpg	569 266 557 245 520 249 525 269
15	./ocr_temp_data/keysimages/key15.jpg	256 231 255 245 296 244 295 227
16	./ocr_temp_data/keysimages/key16.jpg	342 227 303 227 301 243 340 243
17	./ocr_temp_data/keysimages/key17.jpg	433 226 396 224 394 242 434 243
18	./ocr_temp_data/keysimages/key18.jpg	478 224 440 222 439 241 479 242
19	./ocr_temp_data/keysimages/key19.jpg	80 209 40 208 30 226 73 225
20	./ocr_temp_data/keysimages/key20.jpg	629 211 619 195 551 198 558 216
21	./ocr_temp_data/keysimages/key21.jpg	143 302 183 307 194 283 150 282
22	./ocr_temp_data/keysimages/key22.jpg	99 282 60 284 48 309 88 306
23	./ocr_temp_data/keysimages/key23.jpg	242 281 199 282 192 305 235 305
24	./ocr_temp_data/keysimages/key24.jpg	292 283 248 281 242 303 286 305
25	./ocr_temp_data/keysimages/key25.jpg	146 281 105 282 95 306 134 306
26	./ocr_temp_data/keysimages/key26.jpg	341 281 296 280 293 303 334 304
